URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
1903	skos:Concept	Psaume contrapuntique							
1904	skos:Concept	Psaume en français					334.0		EP347083
1905	skos:Concept	Psaume en musique							EP346796
1906	skos:Concept	Psaume en prose							
1907	skos:Concept	Psaume en vers							
1908	skos:Concept	Psaume harmonisé					1905.0		EP346797
1909	skos:Concept	Psaume paraphrasé en français					334.0		EP347084
1910	skos:Concept	Psaume paraphrasé en latin							
1911	skos:Concept	Psaume protestant							
1912	skos:Concept	Psautier			Recueil des cent cinquante chants bibliques qui portent le nom de psaumes.		253.0		EP346358
1913	skos:Concept	Psautier huguenot							
1914	skos:Concept	Public					2480.0		EP347026
1915	skos:Concept	Publication périodique							
1916	skos:Concept	Pulsation					47.0		EP345719
1917	skos:Concept	Purification de la Vierge Marie							PMB1576
1918	skos:Concept	Purification de Marie							
1919	skos:Concept	Qualité d'un son							
1920	skos:Concept	Quantité de public							
1921	skos:Concept	Quarré							
1922	skos:Concept	Quarte			Intervalle de quatre degrés: La quarte peut être de trois espèces : la naturelle, la diminuée, l'augmentée. Tant que la quarte ne forme pas un retardement de la tierce de l'accord suivant, elle est toujours consonnance et doit être considérée comme telle après la quinte naturelle dans son usage harmonique ; elle est cependant sujette, ainsi que la dissonance, à une progression limitée. Ceci donna lieu, dans le siècle dernier, à beaucoup de controverses sur la question de savoir si la quarte est ou n'est pas une consonnance; mais il est évident qu'elle est consonnance quand elle fait partie d'un accord parfait ; elle est dissonance quand elle est introduite, comme retard, dans un accord, dont, naturellement, elle ne ferait pas partie. La quarte doublée ou transposée à l'octave s'appelle onzième.				
1923	skos:Concept	Quatrain							
1924	skos:Concept	Quatre temps							
1925	skos:Concept	Quatuor			Morceau de musique vocale ou instrumentale composé pour quatre parties. Dans son acception la plus étendue, ce mot s'applique à toute espèce de musique écrite pour quatre voix ou pour quatre instruments, quelle que soit d'ailleurs l'importance relative de chacune des parties. Mais, dans un sens plus restreint et plus particulièrement usité, il ne s'applique qu'aux compositions dont toutes les parties sont concertantes ou obligés. C'est dans ce sens que J.-J. Rousseau, dont au reste les connaissances musicales étaient incomplètes et fort erronées, dit qu'il n'existe point de vrais quatuors, ou qu'ils ne valent rien. Cette assertion, trop absolue pour être juste, prouve tout au plus que le célèbre philosophe a voulu jouer sur le mot, ou que la portée de ses vues en musique ne s'étendait pas au-delà du cercle , rétréci qui servait alors de limite à l'art musical. Le quatuor concertant, lorsqu'il est écrit pour des voix, peut être accompagné par l'orchestre. Quant au quatuor instrumental, il est ordinairement exécuté par les seuls instruments pour lesquels il a été écrit. Cependant il peut être également accompagné par l'orchestre, et s'il est conçu dans des proportions instrumentales brillantes, le morceau prend le nom de symphonie concertante. Il n'y a pas longtemps que les quatuors et autres morceaux d'ensemble sont usités en France. Les opéras de Gluck ne présentent même, à l'exception des choeurs, que du récitatif, des airs, quelques duos, et presque jamais des trios et des morceaux d'ensemble. C'est encore à l'Italie que nous devons l'introduction de cette partie si intéressante de l'art. Le premier trio qui parut fut entendu dans un opéra bouffon, composé par Logroscino et exécuté en 1750. Le succès n'eut rien de bien remarquable, mais la route était indiquée ; une nouvelle carrière s'ouvrait au génie, et depuis Piccinni jusqu'à Paisiello et Mozart, les progrès lurent immenses. On se souvient encore de l'enthousiasme qu'excita le fameux septuor du Roi Théodore de Paisiello, et les quatuors, sextuors et finales des différents opéras de Mozart. Spontini et Weber montrent à quel point il est possible de répandre du charme et de l'intérêt sur les scènes lyriques à plusieurs personnages. L'illustre Haydn, qu'on a si justement surnommé le père de la symphonie, peut à aussi juste titre être regardé comme le créateur du quatuor instrumental. Après lui Mozart, Beethoven, Mendelssohn, ont dignement continué l'oeuvre qu'il avait commencée, et porté ce genre de musique à un point de perfection qui ne laisse rien à désirer.				EP346802
1926	skos:Concept	Quatuor à cordes					1925.0		EP346803;PMB1577
1927	skos:Concept	Quatuor à vents							
1928	skos:Concept	Quatuor concertant					1925.0		EP346804;PMB1578
1929	skos:Concept	Quatuor instrumental							PMB1579
1930	skos:Concept	Quatuor vocal							PMB1580
1931	skos:Concept	Querelle de la musique italienne. 1702-1706							PMB23004
1932	skos:Concept	Querelle des anciens et des modernes					1940.0		EP346806;PMB1581
1933	skos:Concept	Querelle des bouffons					1940.0		EP346807
1934	skos:Concept	Querelle des bouffons 1752-1754							PMB1582
1935	skos:Concept	Querelle des gluckistes et des piccinnistes					1940.0		EP346808
1936	skos:Concept	Querelle des gluckistes et des piccinnistes. 1775-1779							PMB1583
1937	skos:Concept	Querelle des lullistes et des ramistes					1940.0		EP346809
1938	skos:Concept	Querelle des ramistes et des rousseauistes							
1939	skos:Concept	Querelle des théoriciens et des praticiens							
1940	skos:Concept	Querelle esthétique							EP346805
1941	skos:Concept	Quinquagésime							
1942	skos:Concept	Quinte			La seconde des consonnances dans l'ordre de leur génération. La quinte est une consonnance parfaite; son rapport est de 2 à 3 ; elle est composée de quatre degrés diatoniques, arrivant au cinquième son, d'où lui vient son nom de quinte. Son intervalle est de trois tons et demi. On compte trois espèces de quintes, 1° la quinte juste ou inaltérée, ou simplement quinte ; 2° la quinte diminuée, que l'on appelait autrefois fausse quinte ; cet intervalle est composé de deux tons et deux demi-tons; 3°la quinte augmentée; cet intervalle est composé de trois tons et deux demi-tons.				
1943	skos:Concept	Quinte instrumentale					1149.0		EP346321
1944	skos:Concept	Quintette			Morceau de musique composé pour cinq instruments ou cinq voix, et dont chaque partie est concertante ou obligée. Les quintettes sont ordinairement composés d'un allégro ou moderato ; d'un andante d'un menuet ou scherzo, et d'un finale. Sans parler dans un sens absolu, on peut dire que le mérite de ce genre de composition consiste autant dans le charme et la variété de la mélodie que dans l'exposition, l'arrangement et le développement des idées, la conception d'un plan déroulé avec art, et enfin dans l'intérêt d'une instrumentation nuancée avec goût. Boccherini a composé un grand nombre de quintettes très-remarquables par la naïveté, la grâce et l'originalité du style. Georges Onslow a su se créer, dans le même genre, un style et une manière. Reicha a aussi composé plusieurs quintettes pour flûte, haut-bois, clarinette, cor et basson, qui jouissent d'une imputation bien méritée. Il est fort difficile de composer un bon quatuor ou un bon quintette, et tel musicien qui compte au théâtre des succès brillants et mérités, serait fort embarrassé d'en produire un passable. Ce genre de musique exige des études toutes particulières; il a des mélodies et des tours de phrases qui lui sont propres, des rhythmes d'accompagnement qui ne conviennent qu'à lui, et enfin des moyens d'expression qui, partout ailleurs, seraient dépourvus d'énergie.				EP346810
1945	skos:Concept	Quintette à cordes					1944.0		EP346811;PMB1584
1946	skos:Concept	Quintette à vents							PMB1585
1947	skos:Concept	Quintette concertant							
1948	skos:Concept	Quintette instrumental							PMB1586
1949	skos:Concept	Quintette vocal							PMB1587
1950	skos:Concept	Quinton			Espèce de violon, d'une forme plus ramassée et plus haute que celle du violon ordinaire.				PMB1588
1951	skos:Concept	Rameaux							
1952	skos:Concept	Rapport							PMB23276
1953	skos:Concept	Rapport danse/musique							EP346812
1954	skos:Concept	Rapport de fréquences							
1955	skos:Concept	Rapport des intervalles			C'est le calcul exact du degré de distance entre deux sons différents, exprimé par des chiffres.				
1956	skos:Concept	Rapport peinture/musique							EP346814
1957	skos:Concept	Rapport texte/musique					2314.0		EP346928
1958	skos:Concept	Réaction du public							EP346815
1959	skos:Concept	Réalisation de la basse continue					223.0		EP345657
1960	skos:Concept	Réalisme							EP346816
1961	skos:Concept	Rebec			Instrument d'une forme à peu près semblable à celle du violon, dont on faisait usage en France dans le moyen-âge, et qui ne fut abandonné par les ménétriers qu'à la fin du dix-septième siècle. Le rebec était monté de trois cordes accordées de quinte en quinte; il y avait des dessus, des tailles et des basses de rebec. L'usage du violon était interdit à tout ménétrier non reçu maître dans la corporation des joueurs d'instruments, sous peine de saisie et d'amende.				PMB23101
1962	skos:Concept	Réception d'oeuvre					654.0		EP345910
1963	skos:Concept	Recette de représentation							
1964	skos:Concept	Récit			Cette expression a vieilli et n'est plus en usage aujourd'hui ; elle est remplacée par le mot italien solo (seul) qui paraît plus convenable, puisque réciter dans l'ancien langage signifiait chanter ou jouer seul, par opposition au choeur ou à la symphonie, qui, comme on sait, sont exécutés par un nombre plus ou moins considérable de concertants.		1544.0		EP346642
1965	skos:Concept	Récit de ballet					981.0		EP346525
1966	skos:Concept	Récit de basse					1964.0		EP346643
1968	skos:Concept	Récit de voyage							EP346817;PMB23443
1969	skos:Concept	Récitant			Celui qui chante un récit. Ces deux mots se prennent dans l'ancienne acception du mot récit.				
1970	skos:Concept	Récitatif			Un opéra entièrement composé d'airs chantés sans interruption, nous ennuierait et nous fatiguerait à la seconde scène, malgré le charme, la beauté, l'expression qui pourraient se trouver réunis dans ces airs; pour remédier à ce grave inconvénient, il faut avoir recours au dialogue parlé, ou imaginer un langage de convention qui tienne le milieu entre la parole ordinaire et la parole musicale, un moyen d'union, enfin, qui fasse disparaître ce qui nous choque dans la transition immédiate de la parole au chant. Le récitatif semble remplir toutes ces conditions. C'est une sorte de déclamation notée, soutenue par une basse ou qu'accompagne l'orchestre, et contre laquelle il n'y aurait rien à dire si elle n'était quelquefois, trop souvent même, monotone dans son accentuation, et pauvre dans ses formes musicales, dont les combinaisons sont extrêmement restreintes. Tel qu'il est encore aujourd'hui, le récitatif offre cependant quelquefois des passages remarquables, surtout lorsqu'il est entremêlé de traits de symphonie qui lui donnent de l'expression et lui impriment ce caractère énergique et vrai qui, seul, le rend supportable. Le récitatif, cependant, n'exclut pas l'inspiration, tant s'en faut, et il y a de magnifiques récitatifs dans les chefs-d'oeuvre des grands maîtres. Ceux de Gluck seront toujours cités, ceux d'Otello, de Guillaume Tell sont admirables. Il y a deux espèces de récitatifs, celui qui n'est accompagné que par la basse ou le piano, quelquefois par tous les deux ensemble, et qu'on appelle récitatif libre ou simple, et celui qui est accompagné par l'orchestre, et dont les intervalles de repos sont remplis par des traits de symphonie. Il prend alors le nom de récitatif obligé. Les Italiens faisaient autrefois usage du premier, ils ne l'emploient plus aujourd'hui que dans les opéras bouffes ; le second est plus particulièrement usité dans les tragédies lyriques, les drames et les opéras d'un caractère mixte, tels que nos opéras comiques français. Tout le mérite du récitatif réside dans l'expression et l'énergie de l'accentuation.		1544.0		EP346644;PMB1589
1971	skos:Concept	Récitatif accompagné					1970.0		EP346645
1972	skos:Concept	Récitatif mesuré					1970.0		EP346646
1973	skos:Concept	Récitatif simple					1970.0		EP346647
1974	skos:Concept	Recrutement					963.0		EP347057
1975	skos:Concept	Recueil							EP346818
1976	skos:Concept	Recueil collectif					1975.0		EP346824
1977	skos:Concept	Recueil imprimé					1975.0		EP346825
1978	skos:Concept	Recueil manuscrit					1975.0		EP346826
1979	skos:Concept	Réduction					141.0		EP345775
1980	skos:Concept	Réforme liturgique							EP346827
1981	skos:Concept	Refrain			Terminaison d'un couplet ou d'un air de vaudeville, qu'on répète ordinairement deux fois, et qu'on chante quelquefois en choeur.				
1982	skos:Concept	Réfutation							
1983	skos:Concept	Régale			Jeu d'anche, le plus ancien de tous les jeux d'orgue. Il n'est plus employé dans les orgues modernes.				
1984	skos:Concept	Regard du XIXe siècle							EP346829
1985	skos:Concept	Regard du XXe siècle							EP346830
1986	skos:Concept	Regard du XXIe siècle							EP346831
1987	skos:Concept	Registration							
1988	skos:Concept	Registre			Diversité du timbre dans la voix du chanteur. Une voix de dessus a trois registres ; celle de ténor en a deux, et les voix de basse et contre-alto n'ont qu'un seul registre.				EP346832
1989	skos:Concept	Registre instrumental					1988.0		EP346833
1990	skos:Concept	Registre paroissial							
1991	skos:Concept	Registre vocal					1988.0		EP346834
1992	skos:Concept	Réglage des instruments					892.0		EP346118
1993	skos:Concept	Règle à clavier					1148.0		EP346234
1994	skos:Concept	Règle de faction théâtrale							
1995	skos:Concept	Règle de la composition							EP346835
1996	skos:Concept	Règle de l'action théâtrale							EP346836
1997	skos:Concept	Règle d'octave			Formule d'harmonie établie pour l'accompagnement des gammes, majeure et mineure, tant en montant qu'en descendant, pour faciliter l'exécution dé la basse non chiffrée à celui qui joue de la basse continue, et pour simplifier l'art ordinaire de chiffrer l'harmonie. (Voyez OCTAVE.) RÉGLEUR. Ouvrier qui trace les portées sur le papier pour écrire la musique.		1050.0		EP346037
1998	skos:Concept	Règlement d'association							
1999	skos:Concept	Règlement de maîtrise							
2000	skos:Concept	Réglementation de la vie musicale					2485.0		EP347027
2001	skos:Concept	Règles de composition							PMB1590
2002	skos:Concept	Relation			Rapport entre un son qui vient d'être entendu dans une partie vocale et instrumentale, et un autre son qu'on entend actuellement dans une autre. Lorsque ces deux sons concourent à laisser dans l'oreille la sensation d'une consonnance exacte, la relation est bonne. Quand il résulte de leur rapport une consonnance altérée, la relation est fausse ; les fausses relations sont proscrites dans la composition scolastique.				PMB23271
2003	skos:Concept	Relations entre artistes					2005.0		EP347061
2004	skos:Concept	Relations entre musiciens							
2005	skos:Concept	Relations sociales					2493.0		EP347059
2006	skos:Concept	Relieur							EP346837
2007	skos:Concept	Religieuse					532.0		EP347045
2008	skos:Concept	Religion							PMB23302
2009	skos:Concept	Reliure					706.0		EP345968
2010	skos:Concept	Remaniement d'oeuvre							
2011	skos:Concept	Remarques							
2012	skos:Concept	Rémunération					572.0		EP347053
2013	skos:Concept	Renversement			Un accord est renversé quand sa note fondamentale n'est pas à la basse. L'accord parfait a deux renversements, et l'accord de dominante, trois. Les renversements et leurs positions ont tous une expression particulière ; leur choix est déterminé par les exigences de la pensée, par celle du mouvement naturel et facile des parties, et par la pensée du compositeur.				
2014	skos:Concept	Renvoi							
2015	skos:Concept	Répertoire					706.0		EP345969
2016	skos:Concept	Répétition					654.0		EP345911
2018	skos:Concept	Répons			Espèce d'antienne redoublée qu'on chante à l'église après les leçons de matines, et qui finit en manière de rondeau, par une reprise appelée réclame.				EP346839;PMB1591
2019	skos:Concept	Réponse			C'est, dans une fugue, la rentrée du sujet par une autre partie. Si le sujet est dans le ton de la tonique, la réponse doit être dans le ton de la dominante et vice versa ; dans une contre-fugue, c'est la rentrée du sujet qu'on vient d'entendre, après l'avoir renversé. (Voyez le mot FUGUE).				
2020	skos:Concept	Repos			C'est la terminaison de la phrase, terminaison sur laquelle le chant se repose plus ou moins parfaitement. Le repos ne peut s'établir que par une cadence sur la tonique ou sur la dominante. Si la cadence est évitée, il ne peut y avoir de vrai repos, car il est impossible à l'oreille de se reposer sur une dissonance. On voit par là qu'il y a précisément autant d'espèces de repos que de sortes de cadences pleines. Ces différents repos produisent dans la musiquel'effet de la ponctuation dans le discours.				
2021	skos:Concept	Représentation							PMB23348
2022	skos:Concept	Représentation d'oeuvre					654.0		EP345912
2023	skos:Concept	Représentation théâtrale							EP346841
2024	skos:Concept	Reprise			Au sens propre, c'est toute partie d'un morceau de musique qui doit être jouée ou chantée deux fois. Mais généralement on applique cette dénomination à la première ainsi qu'à la secondé divisiond'un morceau, quoique cette dernière ne s'exécute presque jamais qu'une fois. Dans un sens plus restreint, bu entend quelquefois par. reprise la seconde partie seulement. C'est dans ce sens qu'on dit : La reprise de cette ouverture est mieux faite que la première partie.		972.0		EP346161
2025	skos:Concept	Reprise d'oeuvre					654.0		EP345913
2026	skos:Concept	Requiem			Prière que l'Eglise fait pour les morts, et dont l'introït commence par'ce mot. Il y a de sublimes musiques composées sur ce thème, par Jomelli, Mozart, Cherubini.				EP346842
2028	skos:Concept	Résine							
2029	skos:Concept	Résonance		Résonnance	Prolongement ou réflexion du son, soit par les vibrations continuées des cordes d'un instrument, soit par les parois d'un corps sonore, soit par la collision de l'air renfermé dans un instrument à vent.		27.0		EP345683
2030	skos:Concept	Résonance harmonique		Résonnance harmonique					
2031	skos:Concept	Respiration			C'est l'action que font les poumons pour attirer ou repousser l'air. Cette action se divise en deux mouvements alternatifs, l'aspiration et l'expiration. Dans l'aspiration, les poumons se dilatent pour introduire l'air extérieur dans la poitrine, et dans l'expiration, ils s'affaisent pour le faire sortir. On ne saurait trop recommander aux élèves de s'occuper de la respiration. Elle est tout pour léchant. Sans un grand volume d'air, qu'on doit savoir comprimer et ménager longtemps avec adresse, il n'est point de force ni de timbre dans la voix ; de plus, sans cette faculté, il n'est guère possible de bien phraser un chant.		2293.0		EP346922
2032	skos:Concept	Restauration d'instruments de musique							EP346843
2033	skos:Concept	Résumé d'action							
2034	skos:Concept	Résurrection							PMB1592
2035	skos:Concept	Retard			On retarde, dans un accord, une note consonnante par une note prise dans l'accord, précédent. Le retard peut être aussi purement mélodique, et ne pas figurer dans l'harmonie sur laquelle se déroule le chant. L'art des retards est celui de la coquetterie en musique, ils ont pour objet de faire désirer un son dont l'apparition satisfait l'oreille. Le retard est l'empiétement du levé sur une partie du frappé ; presque tous les retards sont produits par l'effet des prolongations.				
2036	skos:Concept	Revenu							EP346845
2037	skos:Concept	Révision d'oeuvre					654.0		EP345914
2038	skos:Concept	Révolution française							PMB1593
2039	skos:Concept	Revue							
2040	skos:Concept	Rhétorique							EP346847;PMB1594
2041	skos:Concept	Rhétorique littéraire					2040.0		EP346848
2042	skos:Concept	Rhétorique musicale					2040.0		EP346849
2043	skos:Concept	Ricercare					1796.0		EP346580;PMB1595
2044	skos:Concept	Rigaudon			Sorte de danse dont l'air, imaginé par un nommé Rigaud est à deux temps, d'un mouvement gai, et se divise ordinairement en deux reprises phrasées de quatre en quatre mesures, et commençant par la dernière note du second temps.		52.0		EP345753
2045	skos:Concept	Ritournelle			De l'italien ritornello, petit retour, parce que autrefois l'accompagnement se bornait à répéter la dernière phrase du chanteur. La ritournelle a acquis avec le temps un plus haut degré d'importance ; c'est aujourd'hui une sorte de prélude instrumental, un trait de symphonie plus ou moins développé, qui annonce le début d'un chant vocal, ou remplit les repos et les silences que dans toute musique bien sentie le compositeur a su ménager à la voix ; ou bien encore elle complète d'une manière brillante, expressive ou piquante le morceau, après que la voix a cessé de se faire entendre. Les ritournelles sont d'un effet admirable dans la musique dramatique ; elles expriment souvent les affections de l'âme avec bien plus de force et d'énergie que la parole. Mais c'est surtout dans les airs déclamés et le récitatif qu'elles montrent jusqu'à quel degré de puissance elles peuvent atteindre, en traduisant merveilleusement la pantomime, le jeu de physionomie, et même jusqu'aux regards de l'acteur, à ces moments suprêmes d'une scène pathétique où la parole devient impuissante à exprimer les émotions de l'âme. Rococo se dit en général de toute musique vieille, et hors de mode. RÔLE. Le papier séparé qui contient la musique que doit exécuter un concertant, et qui s'appelle partie dans un concert, s'appelle rôle à l'Opéra. Ainsi on doit distribuer une partie à chaque musicien, et un rôle à chaque acteur. Rôle signifie tout ce que doit chanter ou réciter un acteur dans une pièce de théâtre.		1796.0		EP346581
2046	skos:Concept	Rituel					1283.0		EP346368
2047	skos:Concept	Rogations							EP346850
2048	skos:Concept	Roi des ménétriers							
2049	skos:Concept	Roi des violons					1382.0		EP346469
2050	skos:Concept	Rôle					35.0		EP345692
2051	skos:Concept	Rôle féminin					2050.0		EP345693
2052	skos:Concept	Rôle principal							
2053	skos:Concept	Romance instrumentale					1796.0		EP346582;PMB1596
2054	skos:Concept	Romance poétique					1815.0		EP346768
2055	skos:Concept	Romance vocale					49.0		EP346619;PMB1597
2056	skos:Concept	Ronde (chansons)							PMB22522
2057	skos:Concept	Ronde de table							
2058	skos:Concept	Rondeau			Sorte d'air vocal né en Italie, qui de là passa en Allemagne et en France. Il était autrefois un des ornements de la scène lyrique, la volupté des dilettanti. Le rondeau est composé ordinairement d'une première, d'une seconde et d'une troisième parties ou reprises, dont la première se répète après la seconde et la troisième. Il est aujourd'hui passé de mode, et les compositeurs modernes l'ont employé rarement. Les grands coryphées du rondeau scénique sont les Gluck, les Piccinni, les Sacchini, les Paisiello, les Cimarosa, les Mozart, les Rossini. Quant au rondeau instrumenta], dont les maîtres sont Haydn, Mozart, Beethoven, Onslow, il suit les règles du rondeau vocal. Beethoven seulement que débordait sa fécondité, multiplia souvent les reprises de ses rondeaux.				PMB1598
2059	skos:Concept	Rondeau instrumental							
2060	skos:Concept	Rondeau poétique							
2061	skos:Concept	Rondeau vocal					49.0		EP346620
2064	skos:Concept	Rosace							
2065	skos:Concept	Rose			Nom que l'on donne à l'ouverture circulaire pratiquée sur la table des clavecins, des théorbes, des luths, des guitares.				
2066	skos:Concept	Roulade			C'est le nom vulgaire donné en musique à ces traits rapides imités de la musique instrumentale, et qu'on place ordinairement dans les points d'orgue pour faire briller le talent du chanteur, ou dans toute autre circonstance, pour donner plus de grâce à la mélodie ou plus de force à l'expression. Les Italiens sont prodigues de cet ornement de la musique vocale. Il est vrai que la langue italienne est remplie de syllabes sonores sur lesquelles on peut prolonger la voix. En français nous n'avons que les o, les é et les a sur lesquels on puisse convenablement placer un trait de chant, et comme ces voyelles ne se présentent pas assez fréquemment dans notre versification lyrique, on est souvent obligé de passer plusieurs, notes sur des i, des u, et même des e muets, ce qui est fort disgracieux. La roulade n'est pas toujours déplacée dans une situation triste et pathétique, surtout lorsque la chanteuse réunit la force à l'agilité. Il y a telles scènes dans lesquelles elle donne à certains passages une expression d'énergie qu'on n'aurait certainement pas obtenue avec une mélodie simple. Et cela se conçoit; lorsqu'une âme est trop affectée, elle ne trouve plus de paroles et ne peut s'exprimer que par des interjections.				
2067	skos:Concept	Roulement			Se dit également de plusieurs tons différents poussés d'une même haleine, soit en montant, soit en descendant.				
2068	skos:Concept	Royauté							PMB1599
2069	skos:Concept	Rythme							EP346854
2070	skos:Concept	Rythme pointé							
2071	skos:Concept	Sacqueboute							PMB23357
2072	skos:Concept	Sacre d'un évêque							
2073	skos:Concept	Sacre d'un roi							EP346855
2074	skos:Concept	Fête de saint Augustin							PMB1601
2075	skos:Concept	Fête de saint Avit							PMB22598
2076	skos:Concept	Fête de saint Barthélémy							PMB1602
2077	skos:Concept	Fête de saint Benoît							PMB1603
2078	skos:Concept	Fête de saint Bernard							PMB1604
2079	skos:Concept	Fête de saint Bruno							PMB1605
2081	skos:Concept	Fête de saint Denis							PMB1606
2082	skos:Concept	Fête de saint Dominique							PMB1607
2083	skos:Concept	Fête de saint Etienne							PMB1608
2084	skos:Concept	Fête de saint François							PMB1609
2085	skos:Concept	Fête de saint Ignace							PMB1610
2086	skos:Concept	Fête de saint Jean l'Evangéliste							PMB1611
2087	skos:Concept	Fête de saint Jean-Baptiste	Saint Jean le Baptiste						PMB1612
2088	skos:Concept	Fête de saint Joseph							PMB1613
2089	skos:Concept	Fête de saint Louis	Louis IX##le Prud'homme						PMB1614
2090	skos:Concept	Fête de saint Maclou							PMB1615
2091	skos:Concept	Fête de saint Martin							PMB1616
2092	skos:Concept	Fête de saint Mathias							PMB1617
2093	skos:Concept	Fête de saint Michel							PMB1618
2094	skos:Concept	Fête de saint Nicolas							PMB1619
2095	skos:Concept	Fête de saint Patrick							PMB1620
2096	skos:Concept	Fête de saint Paul							PMB1621
2097	skos:Concept	Fête de saint Pie							PMB1622
2098	skos:Concept	Fête de saint Pierre							PMB1623
2099	skos:Concept	Fête de saint Roch							PMB1624
2100	skos:Concept	Fête du Saint-Sacrement							PMB1625;PMB1630
2101	skos:Concept	Fête de saint Sulpice							PMB1626
2102	skos:Concept	Fête de saint Vincent de Paul							PMB1627
2103	skos:Concept	Fête de saint Xavier							PMB1628
2104	skos:Concept	Fête de sainte Agathe							PMB1631
2105	skos:Concept	Fête de sainte Agnès							PMB1632
2106	skos:Concept	Fête de sainte Anne							PMB1633
2107	skos:Concept	Fête de sainte Augustine							PMB1634
2108	skos:Concept	Fête de sainte Cécile			Sainte Cécile cultivait la musique et s'accompagnait des instruments en chantant les louanges du Seigneur. C'est à cause de cela que les musiciens l'ont choisie pour leur patronne. Le poète Santeuil a composé trois belles hymnes pour le jour de la fête de cette sainte, qui a lieu le 22 novembre.				PMB1635
2109	skos:Concept	Fête de sainte Chantal							PMB1636
2110	skos:Concept	Fête de sainte Elisabeth							PMB1637
2111	skos:Concept	Fête de sainte Geneviève							PMB1638
2112	skos:Concept	Fête de sainte Hilda							PMB22507
2113	skos:Concept	Fête de sainte Madeleine							PMB1639
2114	skos:Concept	Fête de sainte Marguerite							PMB1640
2115	skos:Concept	Fête de sainte Marie-Madeleine		Sainte Marie-Magdeleine					PMB1642
2116	skos:Concept	Fête de sainte Odile							PMB1643
2117	skos:Concept	Fête de sainte Suzanne							PMB1644
2118	skos:Concept	Fête de sainte Thérèse							PMB1645
2120	skos:Concept	Fête de la sainte Vierge							
2121	skos:Concept	Fête de la Sainte-Croix							PMB1647
2122	skos:Concept	Fête du Saint-Esprit							PMB1629
2123	skos:Concept	Fête des saints innocents							PMB1648
2125	skos:Concept	Salle de concerts							
2126	skos:Concept	Salle de spectacle			C'est le lieu où l'on représente les opéras, les drames, les comédies, etc., etc. La plus belle en France est celle de l'Opéra, qui a été bâtie dans les rues Granges-Batelière et Lepelletier, pour servir de théâtre provisoire. En 1850, elle a été restaurée avec un certain luxe. C'est M. Pould, ministre d'État qui a ordonné ces réparations importantes et qui les a fait exécuter aux frais de l'Etat. Les dépenses se sont élevées à 350,000 francs. Le style architectural qui domine maintenant dans la salle de l'Opéra est le style de la fin de Louis XVI marié à celui de l'Empire. L'ensemble est un peu lourd, mais les détails en sont extrêmement soignés et surtout trèsbrillants. On a construit une nouvelle salle destinée au grand opéra, sur la place Scribe, sous la direction de M. Garnier, architecte, en remplacement de celle de la rue Lepelletier. Ce monument, dont les frais s'élèveront de trente à trente-cinq millions, est un des plus riches et des plus grandioses des deux mondes. La salle de l'Opéra-Comique est établie sur la place Favart, entre la rue Favart et la rue Grétry ; elle peut contenir environ dix-sept cents personnes. Celle du Théâtre-Italien a été élevée sur la place Ventadour et c'est certainement une des plus élégantes de Paris. Elle a la môme forme et la même dimension que celle de l'OpéraComique. Les salles de spectacle en Italie sont plus grandes, plus belles et surtout beaucoup mieux construites que les nôtres. Leur forme est, en général, celle d'un cercle parfait, coupé par son diamètre régulier, dont une moitié appartient aux spectateurs, l'autre à la scène. On n'a pas en Italie, comme en France, la détestable manie d'étrangler l'avant-scène entre deux énormes massifs de constructions à colonnes énormes, ou à pilastres pleins plus lourds encore, qui masquent la scène aux personnes placées dans les quatre ou cinq premières loges des deux côtés, du haut en bas. Les Italiens ont une excellente manière de construire leurs salles de spectacles ; ainsi dans la salle Saint Charles, à Naples, la plus grande de toutes, on compte six rangs de loges, quarante-deux loges à chaque rang, pouvant contenir douze personnes chacune, et malgré cette prodigieuse dimension, on entend parfaitement de toute part. La salle du théâtre royal de Turin est vaste, mais elle déroge par la forme, qui est un peu ovale. Dans sa construction il n'est entré que de la pierre et du fer, et elle se trouve ainsi à Pabri des dangers de l'incendie. La plus vaste salle, après San-Carlo, est celle de la Scala à Milan. A Florence, on admire celle de la Pergola, à Rome, celle d'Argentina; à Venise, celle de la Fenice; à Gênes, celle du Carlo Alberto.				PMB24557;EP346856
2128	skos:Concept	Salle des machines					2127.0		EP346857
2129	skos:Concept	Salon							PMB22909
2130	skos:Concept	Salon privé							EP346859
2131	skos:Concept	Salut du Saint-Sacrement					382.0		EP345846
2132	skos:Concept	Samedi							
2133	skos:Concept	Samedi de Pâques							
2134	skos:Concept	Samedi in albis							
2135	skos:Concept	Samedi saint							
2136	skos:Concept	Sanctus			Ce mot latin, répété trois fois, se chante pendant la messe après la préface.				
2137	skos:Concept	Sanglot							
2138	skos:Concept	Saqueboute	Sacqueboute##Saquebutte##Saquebute		Ancienne trompette dont la tige se rempilait sur elle-même de façon que le tuyau ou le pavillon était parallèle au tuyau de l'embouchure, et de la même longueur que ce dernier.				
2139	skos:Concept	Saqueboutier			Musicien qui joue du sauqueboute.				
2140	skos:Concept	Sarabande			En espagnol zarabanda, air d'une danse grave, portant le même nom, et qui paraît nous être venue d'Espagne, elle se dansait autrefois avec des castagnettes. L'air de la sarabande était à trois temps.		52.0		EP345754;PMB1649
